id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9287,9.9,0.59,0.03,1.8,0.0819999999999999,6.0,15.0,0.99688,3.28,0.62,9.5,7.0
9288,10.9,0.33,0.64,2.8,0.0819999999999999,8.0,29.0,0.99392,3.38,0.57,10.0,6.0
9289,11.4,0.27,0.45,2.3,0.074,12.0,19.0,0.9987,3.27,0.56,10.7,7.0
9290,10.1,0.48,0.34,1.9,0.104,7.0,28.0,0.9976,3.2,0.74,9.4,5.0
9291,8.5,0.545,0.12,1.9,0.071,5.0,16.0,0.99524,3.16,0.49,10.5,6.0
9292,7.0,0.52,0.17,2.0,0.093,11.0,18.0,0.9976,3.24,0.54,10.9,5.0
9293,10.4,0.3,0.49,2.5,0.0819999999999999,10.0,18.0,0.9964,3.32,0.68,9.4,6.0
9294,6.8,0.67,0.07,3.0,0.104,9.0,23.0,0.99562,3.35,0.47,11.7,6.0
9295,8.1,0.48,0.14,2.8,0.0969999999999999,14.0,35.0,0.9967,3.33,0.78,9.4,5.0
9296,7.0,0.62,0.01,2.3,0.076,17.0,86.0,0.9948,3.53,0.66,9.4,5.0
9297,6.6,0.745,0.04,2.6,0.077,12.0,46.0,0.9962,3.29,0.64,11.4,8.0
9298,9.1,0.42,0.41,2.2,0.049,6.0,14.0,0.99743,3.36,0.48,10.6,6.0
9299,6.8,0.85,0.02,1.8,0.08,16.0,25.0,0.99572,3.36,0.58,9.7,5.0
9300,9.4,0.28,0.34,2.6,0.094,16.0,66.0,0.99586,3.27,0.61,9.2,5.0
9301,10.0,0.36,0.44,2.0,0.067,6.0,13.0,0.99358,3.14,0.82,11.8,6.0
9302,9.3,0.5,0.49,2.3,0.065,5.0,24.0,0.9978,3.17,0.63,9.8,6.0
9303,9.1,0.38,0.33,1.8,0.09,29.0,63.0,0.9978,3.16,0.62,9.4,5.0
9304,8.9,0.725,0.0,2.3,0.073,19.0,42.0,0.99655,3.45,0.54,9.7,6.0
9305,7.8,0.54,0.01,2.1,0.111,7.0,20.0,0.99682,3.32,0.7,9.2,5.0
9306,10.9,0.3,0.65,2.6,0.0819999999999999,9.0,23.0,0.9978,3.21,0.7,9.4,6.0
9307,6.7,0.43,0.06,2.0,0.086,5.0,20.0,0.999,3.35,0.58,12.6,5.0
9308,8.0,0.32,0.42,2.0,0.076,10.0,37.0,0.9972,3.32,0.62,9.5,5.0
9309,7.1,0.37,0.49,2.4,0.074,16.0,44.0,0.9956,3.39,0.67,10.0,4.0
9310,7.2,0.62,0.03,2.4,0.066,23.0,34.0,0.9982,3.34,0.59,9.5,5.0
9311,9.1,0.44,0.44,2.0,0.066,11.0,44.0,0.9988,3.26,0.58,9.7,5.0
9312,8.5,0.56,0.03,2.7,0.074,6.0,16.0,0.9963,3.54,0.78,9.3,6.0
9313,7.4,0.46,0.28,2.1,0.077,9.0,31.0,0.9986,3.15,0.68,10.1,7.0
9314,6.1,0.52,0.3,2.2,0.069,5.0,15.0,0.99746,3.53,0.62,10.0,6.0
9315,6.9,0.46,0.31,2.1,0.074,6.0,13.0,0.99586,3.34,0.59,10.5,6.0
9316,10.3,0.5,0.49,3.4,0.079,5.0,29.0,0.9964,3.18,0.9,9.5,5.0
9317,8.8,0.58,0.27,2.2,0.077,5.0,14.0,0.9981,3.32,0.72,11.0,7.0
9318,7.6,0.39,0.48,2.1,0.095,21.0,54.0,0.9973,3.23,0.62,10.5,5.0
9319,6.2,0.5,0.27,2.3,0.093,15.0,38.0,0.9982,3.43,0.57,10.2,6.0
9320,11.0,0.51,0.55,2.2,0.077,6.0,18.0,0.9994,3.17,0.64,11.1,7.0
9321,7.9,0.66,0.0,2.5,0.049,8.0,17.0,0.9974,3.66,0.53,9.4,6.0
9322,6.8,0.78,0.05,1.8,0.104,19.0,36.0,0.99586,3.37,0.59,11.2,7.0
9323,10.1,0.745,0.15,2.2,0.074,17.0,41.0,0.9982,3.34,0.64,10.0,6.0
9324,7.8,0.6,0.0,2.6,0.075,17.0,44.0,0.9976,3.45,0.56,9.4,5.0
9325,9.0,0.24,0.49,2.4,0.064,23.0,49.0,0.9978,3.21,0.56,11.3,6.0
9326,7.5,0.59,0.01,1.7,0.076,16.0,88.0,0.9946,3.17,0.49,9.5,4.0
9327,6.6,0.735,0.02,2.5,0.07,11.0,35.0,0.9968,3.43,0.48,9.8,8.0
9328,6.1,0.69,0.0,2.4,0.073,10.0,17.0,0.99572,3.38,0.66,9.3,4.0
9329,11.3,0.5,0.4,2.3,0.091,8.0,31.0,0.9972,3.3,0.54,9.4,5.0
9330,8.9,0.58,0.08,2.4,0.085,9.0,26.0,0.9968,3.16,0.57,11.2,7.0
9331,8.7,0.51,0.27,2.2,0.073,6.0,13.0,0.9982,3.36,0.57,9.0,6.0
9332,7.6,0.48,0.49,2.0,0.086,5.0,14.0,0.9976,3.21,0.61,10.8,6.0
9333,7.0,0.52,0.0,1.6,0.076,16.0,88.0,0.9958,3.1,0.55,9.6,3.0
9334,7.6,0.62,0.15,2.6,0.086,12.0,64.0,0.9994,3.09,0.62,9.4,5.0
9335,6.1,0.865,0.05,1.9,0.079,6.0,16.0,0.99418,3.32,0.55,9.8,5.0
9336,10.5,0.39,0.45,2.1,0.079,6.0,21.0,0.9982,3.42,0.6,9.5,5.0
9337,8.5,0.58,0.21,1.7,0.093,36.0,128.0,0.9974,3.19,0.52,9.9,7.0
9338,9.2,0.43,0.44,2.2,0.069,26.0,58.0,0.9988,3.15,0.93,11.5,6.0
9339,6.8,0.59,0.08,1.9,0.078,14.0,31.0,0.9994,3.39,0.57,11.0,6.0
9340,6.9,0.59,0.02,2.6,0.08,15.0,57.0,0.9956,3.39,0.56,9.5,6.0
9341,7.6,0.52,0.02,2.0,0.067,15.0,28.0,0.9966,3.22,0.6,9.5,6.0
9342,7.1,0.31,0.32,2.0,0.061,18.0,44.0,0.9978,3.41,0.6,11.5,6.0
9343,9.0,0.45,0.26,3.2,0.073,7.0,33.0,0.9959,3.3,0.57,12.3,7.0
9344,7.0,0.6,0.18,2.4,0.064,14.0,31.0,0.99572,3.31,0.55,9.5,7.0
9345,7.9,0.47,0.1,2.1,0.092,10.0,38.0,0.9994,3.27,0.47,10.6,6.0
9346,11.8,0.28,0.53,2.0,0.091,13.0,37.0,0.99498,3.3,0.57,10.0,6.0
9347,9.0,0.37,0.49,1.3,0.083,6.0,20.0,0.9969,3.23,1.06,9.7,6.0
9348,8.7,0.44,0.43,2.6,0.08,24.0,46.0,0.9978,3.22,0.58,10.2,5.0
9349,7.0,0.48,0.05,2.4,0.08,19.0,28.0,0.99547,3.22,0.54,10.0,6.0
9350,11.5,0.43,0.49,1.8,0.0819999999999999,14.0,29.0,0.99774,3.11,0.59,9.3,6.0
9351,11.9,0.26,0.49,2.5,0.068,10.0,22.0,0.9997,3.18,0.69,10.8,5.0
9352,8.6,0.7,0.07,2.2,0.0819999999999999,8.0,19.0,0.99608,3.3,0.65,10.9,5.0
9353,6.7,0.57,0.02,1.6,0.0819999999999999,17.0,32.0,0.99546,3.23,0.55,9.4,6.0
9354,8.2,0.725,0.18,2.8,0.077,31.0,77.0,0.9966,3.17,0.55,9.8,5.0
9355,8.9,0.42,0.17,2.0,0.0819999999999999,17.0,40.0,0.9955,3.26,0.54,9.5,5.0
9356,7.3,0.47,0.54,4.2,0.063,16.0,119.0,0.9971,3.22,0.55,9.3,5.0
9357,8.8,0.57,0.08,2.2,0.063,14.0,27.0,0.9956,3.41,0.68,11.0,6.0
9358,6.8,0.62,0.21,2.3,0.098,7.0,15.0,0.99685,3.56,0.56,11.1,6.0
9359,7.5,0.55,0.04,1.6,0.086,9.0,28.0,0.9956,3.33,0.77,9.5,6.0
9360,7.6,0.46,0.24,2.0,0.077,10.0,27.0,0.9976,3.33,0.48,9.5,5.0
9361,6.8,0.55,0.13,2.2,0.076,17.0,48.0,0.9982,3.33,0.57,9.6,5.0
9362,7.5,0.685,0.0,2.2,0.078,11.0,24.0,0.99652,3.3,0.72,9.8,5.0
9363,8.3,0.38,0.31,2.1,0.091,8.0,23.0,0.9956,3.21,0.59,9.5,6.0
9364,7.6,0.63,0.11,2.4,0.073,26.0,60.0,0.9972,3.24,0.63,9.5,5.0
9365,6.5,0.65,0.0,1.9,0.068,9.0,40.0,0.99374,3.44,0.58,11.3,5.0
9366,11.1,0.43,0.42,1.9,0.069,5.0,15.0,0.9955,3.18,0.59,12.4,7.0
9367,7.3,0.58,0.15,2.0,0.08,12.0,31.0,0.99656,3.3,0.52,10.5,6.0
9368,8.9,0.48,0.12,2.5,0.096,23.0,54.0,0.99648,3.28,0.53,9.4,5.0
9369,6.9,0.54,0.31,2.4,0.079,7.0,18.0,0.99448,3.27,0.61,11.4,3.0
9370,7.7,0.39,0.26,2.1,0.094,15.0,27.0,0.9996,3.45,0.55,9.9,6.0
9371,6.6,0.36,0.27,2.0,0.062,35.0,64.0,0.998,3.35,0.6,10.2,5.0
9372,7.1,0.38,0.23,3.0,0.072,16.0,35.0,0.9964,3.22,0.72,9.4,5.0
9373,9.3,0.43,0.36,1.7,0.076,17.0,37.0,0.9968,3.35,0.6,9.8,5.0
9374,7.8,0.56,0.0,1.9,0.063,19.0,42.0,0.9957,3.28,0.53,9.7,5.0
9375,8.2,0.57,0.29,2.8,0.078,6.0,12.0,0.9968,3.42,0.54,10.9,6.0
9376,7.6,0.46,0.31,2.2,0.08,27.0,71.0,0.99478,3.34,0.64,9.2,5.0
9377,9.6,0.35,0.29,2.1,0.071,5.0,19.0,0.99738,3.3,0.62,9.2,6.0
9378,7.8,0.59,0.01,2.0,0.086,5.0,14.0,0.99685,3.5,0.58,9.5,4.0
9379,7.6,0.62,0.0,2.6,0.072,7.0,24.0,0.9962,3.39,0.73,9.3,5.0
9380,7.1,0.53,0.03,2.0,0.0819999999999999,10.0,31.0,0.99888,3.42,0.65,10.0,5.0
9381,7.1,0.6,0.0,1.7,0.071,10.0,26.0,0.99458,3.41,0.46,9.7,6.0
9382,7.0,0.725,0.0,1.9,0.08,29.0,60.0,0.99584,3.28,0.54,9.3,5.0
9383,8.3,0.88,0.05,1.8,0.086,6.0,13.0,0.99448,3.38,0.58,9.4,5.0
9384,6.8,0.52,0.01,1.8,0.072,9.0,28.0,0.9958,3.37,0.58,10.5,5.0
9385,9.3,0.58,0.25,2.2,0.084,10.0,22.0,0.9974,3.3,0.56,9.7,5.0
9386,8.3,0.48,0.18,2.0,0.098,8.0,19.0,0.99686,3.19,0.55,9.4,6.0
9387,8.1,0.36,0.4,2.0,0.0819999999999999,7.0,16.0,0.9966,3.18,0.62,10.0333333333333,6.0
9388,7.2,0.88,0.04,2.0,0.0819999999999999,18.0,101.0,0.99592,3.35,0.62,9.6,5.0
9389,8.8,0.58,0.15,2.1,0.0819999999999999,4.0,15.0,0.9978,3.32,0.66,9.5,6.0
9390,7.2,0.52,0.12,2.5,0.078,5.0,16.0,0.99656,3.42,0.73,9.8,5.0
9391,10.9,0.3,0.49,2.3,0.08,19.0,58.0,0.9963,3.26,1.15,9.6,6.0
9392,11.6,0.33,0.49,2.2,0.0819999999999999,6.0,16.0,0.9964,3.16,0.55,10.1,6.0
9393,7.9,0.645,0.11,2.2,0.087,21.0,72.0,0.9972,3.41,0.56,11.4,7.0
9394,7.6,0.43,0.26,2.1,0.076,7.0,30.0,0.99724,3.32,0.59,9.5,5.0
9395,8.8,0.3,0.43,2.1,0.087,5.0,20.0,0.9963,3.18,0.87,10.2,4.0
9396,6.4,0.56,0.04,2.0,0.086,7.0,24.0,0.9988,3.35,0.62,9.5,5.0
9397,8.4,0.6,0.27,2.3,0.07,5.0,28.0,0.9976,3.16,0.54,10.0,6.0
9398,6.8,0.31,0.31,1.6,0.074,13.0,40.0,0.9956,3.39,0.76,9.5,6.0
9399,7.5,0.62,0.02,2.0,0.069,10.0,62.0,0.9967,3.36,0.55,9.5,5.0
9400,7.4,0.55,0.07,2.0,0.092,16.0,40.0,0.9991,3.31,0.57,10.0,4.0
9401,7.8,0.61,0.07,2.5,0.066,14.0,31.0,0.9987,3.39,0.53,9.2,5.0
9402,9.8,0.41,0.4,2.0,0.086,17.0,89.0,0.9988,3.23,0.55,9.5,5.0
9403,7.6,0.6,0.05,2.0,0.074,9.0,20.0,0.9971,3.19,0.64,12.0,6.0
9404,7.7,0.6,0.31,2.1,0.118,11.0,88.0,0.9986,3.39,0.53,9.5,5.0
9405,8.0,0.59,0.04,2.0,0.0819999999999999,11.0,20.0,0.99458,3.45,0.64,9.7,6.0
9406,7.2,0.47,0.07,2.3,0.071,5.0,14.0,0.99608,3.34,0.57,9.2,6.0
9407,11.9,0.34,0.66,1.4,0.062,6.0,13.0,0.9964,3.14,0.59,9.4,7.0
9408,9.0,0.44,0.24,2.3,0.0819999999999999,17.0,43.0,0.99668,3.33,0.55,10.3,6.0
9409,7.7,0.44,0.24,2.0,0.064,14.0,34.0,0.9976,3.37,0.61,10.0,6.0
9410,9.3,0.65,0.26,2.1,0.091,12.0,38.0,0.9988,3.36,0.58,9.3,5.0
9411,7.4,0.43,0.22,2.0,0.077,4.0,15.0,0.99572,3.36,0.57,9.9,5.0
9412,11.3,0.61,0.55,2.0,0.0969999999999999,16.0,86.0,0.9972,3.18,0.63,9.3,5.0
9413,7.2,0.67,0.0,2.5,0.065,16.0,28.0,0.9976,3.27,0.56,11.1,7.0
9414,7.1,0.56,0.02,2.5,0.054,13.0,24.0,0.99586,3.36,0.74,11.1,3.0
9415,7.6,0.635,0.06,1.8,0.079,6.0,17.0,0.99458,3.34,0.53,12.3,7.0
9416,9.8,0.38,0.24,2.6,0.095,14.0,38.0,0.9982,3.2,0.66,9.5,5.0
9417,8.5,0.62,0.12,2.6,0.07,12.0,24.0,0.9969,3.26,0.53,9.4,5.0
9418,7.4,0.4,0.24,1.8,0.069,25.0,85.0,0.9972,3.43,0.59,9.5,6.0
9419,7.1,0.42,0.21,1.9,0.0819999999999999,12.0,30.0,0.99494,3.22,0.49,10.0,6.0
9420,8.9,0.31,0.49,2.4,0.0969999999999999,17.0,65.0,0.9997,3.32,0.55,9.4,6.0
9421,7.5,0.58,0.02,1.7,0.076,7.0,16.0,0.9982,3.68,0.56,9.8,6.0
9422,9.4,0.37,0.51,1.8,0.0819999999999999,3.0,10.0,0.9958,3.37,0.58,11.9,7.0
9423,7.8,0.61,0.07,2.0,0.084,51.0,77.0,0.9964,3.36,0.62,9.2,5.0
9424,8.4,0.36,0.3,2.2,0.07,18.0,39.0,0.9959,3.23,0.64,9.8,5.0
9425,8.3,0.48,0.25,2.0,0.087,35.0,145.0,0.99729,3.36,0.48,9.5,5.0
9426,6.2,0.31,0.39,2.3,0.0819999999999999,21.0,64.0,0.9982,3.41,0.55,9.8,6.0
9427,9.1,0.32,0.49,2.0,0.098,4.0,13.0,0.996,3.15,0.62,9.7,6.0
9428,7.9,0.43,0.27,2.3,0.072,12.0,45.0,0.9988,3.3,0.58,9.5,5.0
9429,8.3,0.735,0.02,1.8,0.074,4.0,14.0,0.9966,3.4,0.51,9.1,5.0
9430,10.4,0.48,0.42,2.4,0.078,9.0,27.0,0.99685,3.26,0.81,9.5,5.0
9431,6.2,0.5,0.1,2.0,0.062,5.0,16.0,0.9982,3.16,0.71,9.5,5.0
9432,7.0,0.44,0.24,2.4,0.079,7.0,16.0,0.99616,3.22,0.49,11.9,6.0
9433,7.2,0.48,0.21,1.9,0.08,3.0,12.0,0.9964,3.16,0.81,9.7,6.0
9434,8.0,0.57,0.21,2.1,0.079,6.0,17.0,0.9958,3.19,0.63,10.0,6.0
9435,10.4,0.4,0.6,2.8,0.06,5.0,13.0,0.9973,3.21,0.7,10.4,7.0
9436,7.9,0.59,0.0,1.7,0.079,5.0,15.0,0.99689,3.36,0.58,9.5,5.0
9437,7.7,0.4,0.23,2.1,0.09,14.0,28.0,0.99552,3.6,0.62,11.4,5.0
9438,7.2,0.66,0.02,1.5,0.076,28.0,53.0,0.99498,3.24,0.62,9.8,5.0
9439,10.0,0.34,0.41,2.0,0.092,14.0,31.0,0.9972,3.12,0.53,10.5,6.0
9440,8.2,0.48,0.26,2.1,0.055,14.0,21.0,0.9997,3.36,0.59,10.1,6.0
9441,6.9,0.42,0.21,2.3,0.074,6.0,14.0,0.9978,3.34,0.74,9.2,5.0
9442,7.3,0.69,0.0,1.9,0.07,5.0,22.0,0.99745,3.32,0.52,10.9,5.0
9443,7.2,0.58,0.13,2.3,0.098,21.0,92.0,0.9976,3.52,0.52,9.4,6.0
9444,7.4,0.42,0.42,2.5,0.076,6.0,12.0,0.9973,3.31,0.52,9.5,5.0
9445,8.0,0.59,0.01,2.0,0.098,9.0,24.0,0.99572,3.32,0.66,9.5,5.0
9446,8.6,0.53,0.26,2.5,0.076,39.0,55.0,0.99636,3.14,0.54,9.4,4.0
9447,8.0,0.645,0.08,1.8,0.039,6.0,15.0,0.9972,3.21,0.64,10.5,6.0
9448,7.3,0.56,0.12,2.6,0.079,14.0,28.0,0.99531,3.39,0.48,9.4,6.0
9449,7.7,0.4,0.32,2.6,0.067,19.0,49.0,0.9976,3.39,0.49,9.5,5.0
9450,9.3,0.39,0.45,1.7,0.07,10.0,26.0,0.9964,3.21,0.67,9.4,5.0
9451,6.8,0.34,0.1,2.7,0.075,19.0,35.0,0.99745,3.52,0.49,10.5,6.0
9452,6.4,0.49,0.0,2.9,0.074,6.0,16.0,0.9962,3.48,0.53,11.3,6.0
9453,7.1,0.43,0.12,2.3,0.066,16.0,48.0,0.99552,3.42,0.7,9.6,5.0
9454,7.8,0.48,0.26,2.9,0.077,32.0,141.0,0.99538,3.45,0.53,9.4,5.0
9455,7.9,0.4,0.03,2.4,0.078,5.0,19.0,0.99668,3.23,0.55,9.4,5.0
9456,7.1,0.46,0.3,1.9,0.081,16.0,33.0,0.99562,3.38,0.57,12.5,7.0
9457,8.3,0.43,0.42,1.9,0.077,13.0,52.0,0.9968,3.23,0.63,9.9,5.0
9458,8.9,0.33,0.31,2.7,0.086,31.0,133.0,0.99586,3.39,0.49,9.5,6.0
9459,7.1,0.57,0.31,2.1,0.0819999999999999,7.0,31.0,0.99708,3.18,0.46,9.6,5.0
9460,7.8,0.65,0.0,2.3,0.086,32.0,64.0,0.99702,3.25,0.55,9.8,5.0
9461,9.1,0.38,0.34,1.9,0.077,14.0,58.0,0.9976,3.47,0.62,9.4,5.0
9462,7.7,0.67,0.06,2.0,0.085,17.0,42.0,0.9976,3.37,0.6,9.4,6.0
9463,6.3,0.59,0.07,1.8,0.065,5.0,16.0,0.9962,3.39,0.56,10.5,6.0
9464,7.7,0.735,0.09,2.7,0.09,23.0,94.0,0.9972,3.3,0.82,9.4,5.0
9465,7.7,0.58,0.24,2.0,0.077,12.0,69.0,0.99526,3.32,0.55,9.3,6.0
9466,7.6,0.59,0.09,2.0,0.078,24.0,77.0,0.9972,3.38,0.52,11.0,7.0
9467,7.6,0.735,0.09,2.1,0.095,6.0,31.0,0.99498,3.36,0.49,10.0,5.0
9468,9.1,0.39,0.32,2.6,0.087,6.0,31.0,0.99623,3.3,0.66,11.4,5.0
9469,6.5,0.7,0.01,2.2,0.072,18.0,34.0,0.9955,3.36,0.44,11.5,6.0
9470,10.1,0.41,0.44,2.4,0.087,6.0,27.0,0.9982,3.42,0.66,12.0,7.0
9471,7.6,0.7,0.17,2.4,0.0969999999999999,8.0,18.0,0.9988,3.35,0.62,9.4,5.0
9472,7.3,0.35,0.24,4.9,0.084,6.0,15.0,0.997,3.26,0.55,10.4,6.0
9473,8.4,0.45,0.31,1.9,0.071,21.0,46.0,0.99613,3.31,0.57,11.3,6.0
9474,9.1,0.48,0.36,2.8,0.086,19.0,52.0,0.9984,3.16,0.56,9.5,5.0
9475,12.0,0.5,0.44,2.1,0.07,6.0,13.0,0.9991,3.27,0.44,10.8,6.0
9476,10.4,0.31,0.56,2.2,0.1119999999999999,15.0,35.0,0.99498,3.37,0.94,10.1,6.0
9477,7.5,0.67,0.0,2.6,0.072,14.0,35.0,0.9994,3.51,0.57,9.6,6.0
9478,7.8,0.6,0.08,2.6,0.074,12.0,21.0,0.9976,3.22,0.62,9.6,5.0
9479,7.4,0.73,0.0,1.8,0.08,14.0,24.0,0.9958,3.43,0.7,9.8,6.0
9480,7.4,0.59,0.14,3.3,0.063,10.0,38.0,0.9956,3.36,0.64,9.5,6.0
9481,8.3,0.49,0.49,1.8,0.074,17.0,58.0,0.99388,3.2,0.55,10.8,5.0
9482,7.7,0.66,0.0,2.0,0.076,6.0,14.0,0.9966,3.37,0.58,9.5,6.0
9483,7.7,0.78,0.02,1.9,0.077,25.0,41.0,0.99736,3.26,0.67,9.4,7.0
9484,9.4,0.42,0.24,2.5,0.071,18.0,72.0,0.9986,3.38,0.59,9.4,6.0
9485,7.6,0.545,0.14,2.2,0.084,12.0,35.0,0.9957,3.36,0.53,9.5,6.0
9486,8.3,0.37,0.32,2.6,0.073,34.0,58.0,0.9982,3.09,0.57,9.2,5.0
9487,7.7,0.34,0.37,1.9,0.0819999999999999,6.0,21.0,0.99656,3.17,0.54,9.8,6.0
9488,7.6,0.885,0.01,2.3,0.085,3.0,7.0,0.9988,3.34,0.58,10.4,5.0
9489,8.2,0.27,0.45,3.0,0.074,10.0,17.0,0.99572,3.3,0.62,11.9,7.0
9490,7.3,0.51,0.0,2.3,0.0579999999999999,13.0,49.0,0.9986,3.37,0.53,9.4,5.0
9491,7.5,0.52,0.01,1.9,0.081,7.0,24.0,0.99634,3.32,0.6,9.4,5.0
9492,8.2,0.33,0.43,2.0,0.077,16.0,44.0,0.9976,3.22,0.53,10.1,6.0
9493,7.9,0.725,0.07,2.5,0.073,8.0,19.0,0.99596,3.25,0.61,11.6,6.0
9494,8.2,0.39,0.49,1.7,0.066,8.0,17.0,0.9976,3.12,0.71,9.4,5.0
9495,9.2,0.44,0.44,2.6,0.077,7.0,44.0,0.9983,3.3,0.59,10.3,6.0
9496,7.6,0.55,0.06,1.8,0.079,5.0,12.0,0.9979,3.36,0.6,9.9,5.0
9497,7.6,0.49,0.09,1.9,0.074,5.0,13.0,0.99524,3.29,0.49,9.5,6.0
9498,7.0,0.645,0.02,1.8,0.069,15.0,28.0,0.99516,3.36,0.54,11.7,5.0
9499,6.3,0.65,0.01,2.5,0.012,10.0,45.0,0.9962,3.41,0.58,10.0,6.0
9500,11.9,0.46,0.49,5.8,0.0969999999999999,5.0,13.0,0.9994,3.2,0.69,11.3,7.0
9501,6.8,0.51,0.24,2.6,0.074,25.0,52.0,0.9965,3.28,0.54,10.0,5.0
9502,10.1,0.24,0.47,2.0,0.07,21.0,44.0,0.9986,3.15,0.75,11.1,5.0
9503,6.8,0.46,0.07,2.1,0.076,10.0,26.0,0.99668,3.43,0.53,9.7,5.0
9504,8.1,0.74,0.21,2.2,0.071,6.0,19.0,0.9948,3.51,0.5,9.9,5.0
9505,8.9,0.46,0.21,1.7,0.09,41.0,51.0,0.99764,3.32,0.49,9.6,7.0
9506,6.9,0.36,0.54,2.2,0.069,25.0,43.0,0.99476,3.35,0.72,10.0,6.0
9507,11.2,0.33,0.51,2.8,0.076,7.0,10.0,0.9976,3.04,0.44,9.1,6.0
9508,7.8,0.61,0.01,2.0,0.0819999999999999,5.0,21.0,0.99736,3.36,0.59,9.8,5.0
9509,7.5,0.35,0.5,2.1,0.083,8.0,19.0,0.9955,3.19,0.74,10.6,5.0
9510,9.2,0.46,0.24,2.0,0.118,6.0,15.0,0.99652,3.51,0.63,9.5,5.0
9511,7.8,0.24,0.32,2.0,0.094,8.0,25.0,0.9982,3.46,0.92,12.9,5.0
9512,6.6,0.49,0.15,2.1,0.068,28.0,52.0,0.99702,3.3,0.57,10.3,5.0
9513,7.5,0.66,0.0,2.0,0.071,12.0,24.0,0.99534,3.33,0.53,11.8,6.0
9514,9.2,0.38,0.32,1.8,0.074,19.0,47.0,0.9972,3.24,0.69,9.8,6.0
9515,10.8,0.27,0.49,1.9,0.076,24.0,34.0,0.9988,3.27,0.49,9.2,5.0
9516,7.4,0.43,0.04,1.6,0.074,30.0,131.0,0.99729,3.42,0.54,9.4,5.0
9517,11.9,0.31,0.55,2.4,0.092,7.0,20.0,0.99562,3.06,0.8,10.4,5.0
9518,7.2,0.58,0.0,2.1,0.093,8.0,22.0,0.9982,3.55,0.6,9.3,5.0
9519,9.4,0.78,0.21,2.2,0.081,19.0,40.0,0.9957,3.32,0.71,9.6,6.0
9520,7.8,0.38,0.24,2.1,0.079,28.0,51.0,0.99716,3.24,0.62,10.0,6.0
9521,7.3,0.35,0.3,2.0,0.077,3.0,12.0,0.99444,3.37,0.62,10.0,5.0
9522,6.8,0.37,0.41,2.0,0.068,18.0,28.0,0.9988,3.35,0.8,10.6,6.0
9523,7.6,0.56,0.02,1.9,0.08,6.0,22.0,0.99599,3.38,0.54,9.4,5.0
9524,8.3,0.34,0.42,2.6,0.093,5.0,13.0,0.998,3.3,0.65,12.4,6.0
9525,6.9,0.3,0.33,2.4,0.068,5.0,12.0,0.9994,3.44,0.63,10.6,5.0
9526,9.0,0.84,0.22,2.6,0.079,6.0,15.0,0.9984,3.2,0.78,9.5,5.0
9527,11.5,0.38,0.39,1.9,0.08,6.0,18.0,0.9974,3.3,0.77,9.1,5.0
9528,9.8,0.35,0.49,2.3,0.094,5.0,12.0,0.9982,3.12,0.67,12.0,7.0
9529,10.7,0.635,0.24,2.4,0.079,10.0,24.0,0.9987,3.34,0.58,11.8,7.0
9530,8.0,0.58,0.05,2.0,0.063,17.0,33.0,0.9982,3.3,0.56,10.9,7.0
9531,5.6,0.715,0.03,2.1,0.071,32.0,71.0,0.9955,3.48,0.56,10.9,6.0
9532,10.4,0.37,0.39,2.4,0.0819999999999999,8.0,31.0,0.9994,3.41,0.63,9.9,5.0
9533,7.3,0.67,0.0,1.8,0.088,5.0,15.0,0.99572,3.34,0.52,10.5,7.0
9534,8.8,0.55,0.09,1.9,0.081,22.0,48.0,0.9962,3.31,0.58,10.4,6.0
9535,7.8,0.44,0.13,1.8,0.085,3.0,16.0,0.9962,3.26,0.63,9.4,6.0
9536,7.9,0.48,0.21,2.4,0.074,6.0,14.0,0.9987,3.42,0.49,9.0,6.0
9537,7.5,0.58,0.12,1.9,0.059,25.0,38.0,0.9994,3.31,1.17,11.3,5.0
9538,7.4,0.4,0.24,1.8,0.087,8.0,18.0,0.99656,3.32,0.57,11.9,6.0
9539,10.6,0.34,0.48,2.2,0.068,5.0,28.0,0.9988,3.24,0.63,9.5,5.0
9540,9.3,0.34,0.34,2.4,0.078,14.0,25.0,0.9976,3.32,0.56,11.0,7.0
9541,6.9,0.68,0.18,2.0,0.074,19.0,42.0,0.99448,3.35,0.57,9.9,5.0
9542,6.7,0.39,0.28,1.9,0.074,13.0,31.0,0.99458,3.42,0.54,9.6,5.0
9543,6.6,0.66,0.0,2.1,0.0819999999999999,36.0,54.0,0.9976,3.58,0.52,9.9,5.0
9544,11.9,0.41,0.49,1.6,0.0559999999999999,6.0,14.0,0.9947,3.31,0.82,11.4,7.0
9545,8.6,0.7,0.24,2.3,0.076,14.0,42.0,0.9978,3.31,0.64,12.5,7.0
9546,9.0,0.4,0.22,2.0,0.094,14.0,86.0,0.9982,3.42,0.73,9.6,7.0
9547,9.7,0.53,0.22,2.0,0.081,16.0,58.0,0.99458,3.31,0.69,9.0,5.0
9548,7.3,0.34,0.56,2.4,0.077,5.0,12.0,0.9966,3.08,0.67,9.5,5.0
9549,9.6,0.46,0.23,2.2,0.093,21.0,72.0,0.9964,3.16,0.56,9.6,6.0
9550,7.3,0.61,0.14,1.9,0.078,19.0,58.0,0.9986,3.27,0.57,9.4,5.0
